device_id,timestamp,speed,accelerometer_x,accelerometer_y,accelerometer_z
12,2019-10-01 10:16:00,0.0,-0.08900000000000001,9.36,0.955
12,2019-10-01 10:17:00,0.0,-0.035,9.373,0.865
12,2019-10-01 10:18:00,0.0,-0.012,9.302999999999999,1.011
12,2019-10-01 10:19:00,0.0,-0.032,9.33,0.84
12,2019-10-01 10:20:00,0.0,-0.01,9.294,0.977
12,2019-10-01 10:21:00,0.0,-0.017,9.323,0.95
12,2019-10-01 10:22:00,0.0,-0.091,9.367,0.8809999999999999
12,2019-10-01 10:23:00,0.0,-0.02,9.285,1.0270000000000001
12,2019-10-01 10:24:00,0.0,-0.057,9.308,0.903
12,2019-10-01 10:25:00,0.0,-0.076,9.36,0.856
12,2019-10-01 10:26:00,0.0,0.002,9.269,0.9440000000000001
12,2019-10-01 10:27:00,0.0,-0.044000000000000004,9.298,0.9309999999999999
12,2019-10-01 10:28:00,0.0,-0.067,9.294,1.016
12,2019-10-01 10:29:00,0.0,-0.01,9.235,0.9990000000000001
12,2019-10-01 10:30:00,0.0,-0.035,9.31,0.988
12,2019-10-01 10:31:00,0.0,-0.067,9.326,0.975
12,2019-10-01 10:32:00,0.0,0.005,9.257,1.1179999999999999
12,2019-10-01 10:33:00,0.0,-0.01,9.287,0.988
12,2019-10-01 10:34:00,0.0,-0.047,9.353,0.955
12,2019-10-01 10:35:00,0.0,-0.037000000000000005,9.271,1.0659999999999998
12,2019-10-01 10:36:00,0.0,-0.005,9.298,0.922
12,2019-10-01 10:37:00,0.0,-0.052000000000000005,9.351,0.903
12,2019-10-01 10:38:00,0.0,-0.064,9.308,0.7929999999999999
12,2019-10-01 10:39:00,0.0,-0.321,9.424,-1.242
12,2019-10-01 10:40:00,0.0,-0.75,8.988999999999999,-0.08
